ANOMES;IDENTIFICACION;NOMBRE;COL03;VIAJES;VIAJESFLOTAPROPIA;VALORPACTADO;TONELADAS;GALONES;COL09;COL10
202401 a 202412;9013428190;EMPRESA DE TRANSPORTE MUVE CARGO S.A.S; ;102;0;        44,096,400;256;0; ; 
202401 a 202412;9003940653;INVERSIONES Y LOGISTICA DE TRANSPORTE DE CARGA S.A.S.; ;101;22;       302,883,455;1,045;0; ; 
202401 a 202412;9011611694;TRANSPORTES DEL UPIA ; ;101;20;        57,248,031;1,297;0; ; 
202401 a 202412;9002660021;RYL TRANSPORTES DEL CARIBE SA; ;100;0;       190,779,999;1,157;0; ; 
202401 a 202412;9008426505;VOLQUETAS Y TANQUES DE CARGA DE PAZ DE ARIPORO S.A.S.; ;100;0;       409,193,875;1,046;0; ; 
202401 a 202412;9000297481;ARENAS DE OCCIDENTE S.A.S; ;100;0;       173,650,000;1,626;0; ; 
202401 a 202412;8001260462;COMPANIA COMERCIAL TRANSPORTADORA ALCARAVAN S.A.S  ; ;99;0;        98,650,000;154;0; ; 
202401 a 202412;9007207271;TRANSPORTE NORTH POLARIX SAS; ;98;0;       319,000,000;1,739;0; ; 
202401 a 202412;9004210001;MULTI & SERVICES S.A..S. ; ;98;0;       264,450,000;1,015;0; ; 
202401 a 202412;9006764102;MOVITRAM GRÃšAS S.A.S; ;97;35;       233,116,000;1,827;0; ; 
202401 a 202412;9016294976;TLC - TRANSPORTE LOGISTICO DE CARGA S.A.S; ;97;0;        75,425,700;1,358;0; ; 
202401 a 202412;9007957391;TRANSPORTES DE LOS LLANOS SAVAL S.A.S.; ;96;0;       286,560,000;1,163;0; ; 
202401 a 202412;9013081777;TRANSPORTES MULTIMODAL DE CESAR - TMDC S.A.S; ;96;28;       301,208,410;2,368;249,796; ; 
202401 a 202412;9003072104;TRANSPORTES MULTICARP DE COLOMBIA S.A.S.; ;95;0;       182,800,000;1,326;0; ; 
202401 a 202412;9001900901;LOGITRANS DEL CARIBE LTDA.; ;95;0;       310,476,000;3,23;0; ; 
202401 a 202412;9013359870;EMPRESA INTERNACIONAL DE CARGA PESADA S.AS ZOMAC ; ;95;0;       335,799,122;0;377,011; ; 
202401 a 202412;9002231713;TRANSPORTES Y LUBRICANTES DEL CARIBE  S.A.S.; ;95;0;       412,100,000;931;0; ; 
202401 a 202412;9004593111;MAQUINAS AMARILLAS S.A.S.; ;94;92;0;1,765;0; ; 
202401 a 202412;9004631998;LOGICTRANS MULTIMODAL S.A.S.; ;94;79;         6,444,000;368;0; ; 
202401 a 202412;9017392577;TRANSBROKS LOGISTICS SAS; ;94;0;       351,200,000;1,921;0; ; 
202401 a 202412;9006586141;ANDRES TOURS CARGO S.A.S.; ;94;0;       149,730,000;608;0; ; 
202401 a 202412;9007182226;4G LOGISTICA S.A.S.; ;94;0;       150,200,000;1,685;0; ; 
202401 a 202412;8903294360;MULTIPACK TRANSPORTES LTDA; ;93;0;       423,220,000;1,781;0; ; 
202401 a 202412;9009026922;TRANSPORTES RED S.A.S.; ;93;2;     1,154,794,210;3,158;0; ; 
202401 a 202412;9000467286;URBANO EXPRESS LOGISTICA Y MERCADEO LTDA.; ;93;11;       153,210,000;311;0; ; 
202401 a 202412;9007166165;EMPRESA TRANSPORTADORA VASCO SAS.; ;93;18;       337,357,500;3,187;0; ; 
202401 a 202412;9004077191;GLOBAL EXPRESS TRANSPORT AND LOGISTICS S.A.S.; ;93;0;       110,000,000;123;332; ; 
202401 a 202412;8440013635;COOPERATIVA MULTIACTIVA DE TRANSPORTES Y SERVICIOS INTEGRADOS DEL CASANARE ; ;92;0;       279,097,489;1,081;0; ; 
202401 a 202412;9007051998;RODALTRANS S.A.S.; ;92;1;        73,310,000;175;0; ; 
202401 a 202412;9015403031;J&C ASOCIADOS S.A.S; ;92;13;        83,698,655;1,286;0; ; 
202401 a 202412;9004457367;GR LOGISTICA INTEGRAL S.A.S; ;92;92;0;65;0; ; 
202401 a 202412;8904015707;EMPRESA DE TRANSPORTES RAPIDO EL CARMEN S.A.; ;92;90;         1,200,000;110;0; ; 
202401 a 202412;9011614714;CARGAS Y TRANSPORTES S.A.S; ;91;0;       334,500,000;387;0; ; 
202401 a 202412;9004374763;GJD S.A.S; ;90;0;       134,650,000;879;0; ; 
202401 a 202412;9005909094;TRANSPORTE Y LOGISTICA LA RUTA DEL SOL SAS; ;90;0;       291,880,000;2,611;0; ; 
202401 a 202412;8070037481;SERVICIO TRANSPORTE NACIONAL E INTERNACIONAL LAS GANDOLAS SAS.; ;90;0;       402,950,000;2,513;0; ; 
202401 a 202412;9002237927;TRANSPORTADORA COLOMBIANA DE CARBON S.A.S; ;89;0;       342,400,000;1,859;0; ; 
202401 a 202412;9017841548;MOVITRUCK GROUP SAS; ;89;0;       461,350,000;1,847;5; ; 
202401 a 202412;9014225777;ENVIOS INTERNACIONALES SAS; ;88;46;        62,360,000;168;0; ; 
202401 a 202412;9010916773;SESE LOGISTICA Y TRANSPORTE SAS; ;88;0;       282,522,000;2,655;0; ; 
202401 a 202412;8911900007;COOPERATIVA TRANSPORTADORA GANADERA DEL HUILA Y CAQUETA LTDA; ;87;0;       219,960,000;808;0; ; 
202401 a 202412;9014155635;SUMEM LOGISTICA SAS; ;87;0;       244,000,000;799;0; ; 
202401 a 202412;9014315213;MULTITRANSPORT EXPRESS S.A.S. ZOMAC â€“ MT EXPRESS S.A.S.; ;86;0;       377,100,000;619;0; ; 
202401 a 202412;9017595728;TRANSPORTES A TIEMPO EXPRESS SAS; ;86;0;        83,012,005;206;0; ; 
202401 a 202412;8300955341;TRANSPORTES D.S.L. -DAMCO SERVICES- SAS.; ;86;0;       930,303,291;2,042;0; ; 
202401 a 202412;9014198828;NOVA TERRA CARGO S.A.S; ;86;0;        31,260,000;133;0; ; 
202401 a 202412;9004564850;JIREH SHAMMAH SAS; ;86;0;       471,872,377;1,949;0; ; 
202401 a 202412;9013305298;SLT LOGISTICA GROUP S.A.S; ;85;0;       114,100,000;1,78;0; ; 
202401 a 202412;9001289783;OCHOA Y COMPAÃ‘IA LTDA.; ;85;0;       126,200,000;250;0; ; 
202401 a 202412;9013998741;CUBUT SAS; ;85;68;        43,400,000;512;0; ; 
202401 a 202412;9001809855;CAMIONEROS DE COLOMBIA SAS; ;85;0;       240,890,000;964;0; ; 
202401 a 202412;9006140974;TRANSPORTES ALVACAR S.A.S.; ;84;0;        36,100,000;689;0; ; 
202401 a 202412;9001899562;4 CARGO S.A.S; ;84;0;       138,780,000;318;0; ; 
202401 a 202412;9006449990;PLUSSCARGA S.A.S.; ;84;19;       251,055,000;2,153;0; ; 
202401 a 202412;9004536047;Empresa Transportes Especiales LEAL S.A.S; ;84;0;       165,700,000;977;0; ; 
202401 a 202412;9004729716;AGREGADOS DEL TOCARIA LTDA.; ;82;0;       120,480,200;1,078;0; ; 
202401 a 202412;9001022482;TRANSPORTES Y SERVICIOS J.R. LTDA.; ;82;0;       112,390,000;948;0; ; 
202401 a 202412;9009280301;INAGRECON S.A.S; ;82;0;       284,455,000;1,357;0; ; 
202401 a 202412;9014854152;VELEZ CARGO S.A.S; ;82;82;0;2,254;0; ; 
202401 a 202412;8305132809;MINERCOAL S.A.S.; ;82;0;       279,394,790;2,7;0; ; 
202401 a 202412;9002004797;AUTO GRUAS CONDOR LTDA.; ;81;0;       499,600,000;2,289;0; ; 
202401 a 202412;9015634648;CREOCARGA SAS; ;81;0;       172,720,000;506;0; ; 
202401 a 202412;8305086937;MONTACARGAS Y TRANSPORTES S.A.S.; ;81;68;        48,200,000;1,16;0; ; 
202401 a 202412;8301004859;EDICARGA LTDA.; ;81;0;       114,965,000;301;0; ; 
202401 a 202412;9005585359;TRANSACTIVE S.A.S; ;81;0;       404,260,000;2,754;0; ; 
202401 a 202412;9018012715;LOGISTICA COLOMBIANA DE TRANSPORTES TRUCKSOIL SAS; ;80;0;       735,374,222;0;747,969; ; 
202401 a 202412;9008241031;TRANSPORTES TRITURADOS Y TRITURADOS S.A.S ; ;80;72;        32,400,000;1,201;0; ; 
202401 a 202412;9004136544;TRANSPORTES FOX CARGA S.A.S.; ;80;0;        51,220,000;313;0; ; 
202401 a 202412;8000215454;TRANSPORTES LA FORTALEZA S.A.S.; ;80;0;       148,842,000;2,803;0; ; 
202401 a 202412;9009386412;CENTROENVIOS SERVICORREOS S.A.S; ;80;71;        19,850,000;320;0; ; 
202401 a 202412;9010961847;LOGISTICA INTEGRAL ASOCIADA S.A.S; ;80;0;       413,260,000;2,293;0; ; 
202401 a 202412;9008231083;TRANSPORTE Y LOGISTICA CONTINENTAL SAS; ;79;0;       178,700,000;1,144;0; ; 
202401 a 202412;9010601099;TRANSURBAN LOGISTIC SAS ; ;79;0;       140,600,000;387;0; ; 
202401 a 202412;9015304607;JLA LOGISTICA SAS; ;78;76;         1,970,000;1,277;0; ; 
202401 a 202412;8290035976;CONSULTORES PROFESIONALES ASOCIADOS LTDA.; ;78;0;       196,810,000;347;0; ; 
202401 a 202412;9015087283;EMPRESA DE CARGA CAPITAL DE TRANSPORTES SAS.; ;78;0;       197,545,000;374;0; ; 
202401 a 202412;8305001811;LOGISTIX S.A.S.; ;77;0;       133,180,000;617;0; ; 
202401 a 202412;9005579619;TRANSPABON SERVICIOS Y TRANSPORTES  S.A.S.; ;77;0;       391,200,000;1,891;0; ; 
202401 a 202412;9005287396;ASOCIACION DE TRANSPORTADORES DE SABANA DE  TORRES; ;76;0;       230,826,182;748;0; ; 
202401 a 202412;8040105421;COOPERATIVA DE SERVICIOS PETROLEROS J.S. LTDA.; ;76;2;       153,700,000;604;0; ; 
202401 a 202412;9007020878;TRANSPORTES Y REPRESENTACIONES S&S SAS; ;76;0;       221,240,000;1,133;0; ; 
202401 a 202412;9013360628;YEP LOGISTIC TRANSPORTE DE CARGA TERRESTRE NACIONAL E INTERNACIONAL S.A.S.; ;76;0;       280,298,553;1,055;0; ; 
202401 a 202412;9007842757;SERVICIO PURIFICENSE DE TRANSPORTE DE CARGA SAS; ;75;0;       295,800,000;947;0; ; 
202401 a 202412;8320005911;SERVICIOS Y TRANSPORTES LLANOVIAL SAS.; ;75;0;       138,810,000;342;0; ; 
202401 a 202412;9002551244;MONTAJES TPM S.A.S.; ;75;0;       118,439,000;653;0; ; 
202401 a 202412;9018130316;2B LOGISTICS SAS; ;75;0;        74,777,000;124;0; ; 
202401 a 202412;9013182190;MONTAJES TECNCIOS CASABE SAS; ;74;0;       231,635,000;520;0; ; 
202401 a 202412;9001541312;EL LLANO S.A.S.; ;74;0;       267,735,300;2,254;0; ; 
202401 a 202412;9015319516;TRANSVOLSUR S.A.S; ;74;0;        31,793,565;766;0; ; 
202401 a 202412;9006407402;ETP LOGISTICA Y TRANSPORTE SAS ; ;74;0;       191,543,576;1,852;0; ; 
202401 a 202412;9007095025;REFRISETRANS SAS; ;74;74;0;143;0; ; 
202401 a 202412;9006713411;KING TRUCK S.A.S; ;73;0;       374,200,000;1,936;0; ; 
202401 a 202412;9012779262;TRANSPORTES ALIANZA DEL META S.A.S; ;73;0;       235,353,510;1,268;0; ; 
202401 a 202412;9005735724;TRANSPORTE ESCOLAR TURISMO Y EMPRESARIAL; ;73;38;        19,500,000;970;0; ; 
202401 a 202412;9002300785;TRANSPORTE J & S S.A.S; ;73;0;       273,118,489;2,453;0; ; 
202401 a 202412;9013801203;FRUTTCO S.A.S; ;72;69;         1,600,000;1,147;11; ; 
202401 a 202412;9003882465;INVERSIONES EL SARAVITA S.A.S.; ;72;0;       192,442,500;1,456;0; ; 
202401 a 202412;8300242975;SERVICIOS LOGISTICOS DE CARGA S.A.S.; ;72;0;       284,009,796;1,283;0; ; 
202401 a 202412;9014515011;DHM LOGISTICS GROUP S.A.S -DHM LOGISTICS; ;71;0;0;1,136;0; ; 
202401 a 202412;9006214263;INVERSIONES ANDINA MORASAN SAS; ;71;61;        44,004,303;1,9;0; ; 
202401 a 202412;9001563095;TRANSPORTES M.B. S.A.S.; ;71;0;       125,040,000;591;0; ; 
202401 a 202412;9011589223;EMPRESA DE TRANSPORTE PETROTRANS S.A.S.; ;71;1;       316,599,325;826;6,7; ; 
202401 a 202412;9010832659;CARZ TRANSPORTADORES S.A.S; ;71;0;       239,440,000;579;0; ; 
202401 a 202412;9003232577;JAMAQ S.A.S; ;71;1;       160,319,000;1,587;0; ; 
202401 a 202412;9009040503;TRANSPORTE LLANO GRANDE S.A.S; ;70;6;       110,015,980;2,159;0; ; 
202401 a 202412;9003126067;TRANSPORTES Y MUDANZAS ALTO PRADO LTDA.; ;70;0;         1,400,000;139;0; ; 
202401 a 202412;9002075543;TJ GROUP S.A.S; ;70;0;        88,601,390;1,209;0; ; 
202401 a 202412;9001080111;TRANS ELECTRO ASOCIADOS S.A.S.; ;69;2;       268,350,000;1,196;0; ; 
202401 a 202412;9012361096;TRANSPORTES CSM S.A.S; ;69;3;       397,000,000;475;0; ; 
202401 a 202412;9015621316;TRALMER SERVICES SAS; ;69;0;       178,850,000;1,066;0; ; 
202401 a 202412;9015078610;SALAZAR TRANSPORTE & LOGISTICA S.A.S; ;68;0;       296,300,000;83;0; ; 
202401 a 202412;9005375169;MOVILPETROL SAS; ;68;3;       219,420,000;687;0; ; 
202401 a 202412;9005762271;OPERADOR LOGISTICO Y TRANSPORTES CALI S.A.S; ;68;6;        41,039,000;107;0; ; 
202401 a 202412;9004905386;GRUAS Y CAMABAJAS NP S.A.S; ;67;0;       168,915,422;757;0; ; 
202401 a 202412;9005060989;AUTOGRUAS DE ANTIOQUIA S.A; ;67;0;       106,410,000;433;0; ; 
202401 a 202412;8050264693;DL TRANS LOGISTICA Y SERVICIOS S.A.S.; ;67;7;       174,854,000;947;0; ; 
202401 a 202412;9014892907;MONTAÃ‘A INVERSIONES R&M S.A.S; ;67;23;       160,059,400;2,164;0; ; 
202401 a 202412;8300288664;REDECARGA LIMITADA; ;67;0;       112,350,000;231;0; ; 
202401 a 202412;9003263941;TRANSPORTES COLCRUDOS S.A.S.; ;67;53;         9,021,000;0;445,4; ; 
202401 a 202412;9005663030;TRANSPORTE BRICENO LOPEZ SAS; ;66;2;       286,280,000;1,011;0; ; 
202401 a 202412;11218245964;IRINA PARDO MORENO; ;65;0;       122,721,342;764;0; ; 
202401 a 202412;8301110480;TRANSPORTES EN CAMABAJAS SAS; ;65;38;       121,000,000;1,527;0; ; 
202401 a 202412;8904067168;TRANSPORTES JOSE GIRALDO OSORNO E HIJOS Y CIA. LTDA.; ;65;0;        81,500,000;103;0; ; 
202401 a 202412;9001908677;G Y G PETRO SERVICE LTDA.; ;65;0;       173,000,000;601;0; ; 
202401 a 202412;9005296758;DISTRIBUCIONES PYR SAS; ;64;0;       147,869,295;1,562;0; ; 
202401 a 202412;8001013999;DOMESA DE COLOMBIA S.A.; ;64;0;       162,050,195;401;0; ; 
202401 a 202412;9009235125;MULTISOLUCIONES Y SERVICIOS S.A.S; ;64;0;        35,260,000;108;0; ; 
202401 a 202412;9011765227;SERVICIOS SEPTICOS E INDUSTRIALES DE COLOMBIA SERSEPCO S.A.S. E.S.P.; ;64;64;0;1,492;38,044; ; 
202401 a 202412;9000246728;TRANSPORTES CARIBE LTDA; ;64;0;       271,302,000;657;0; ; 
202401 a 202412;9014152308;TRANSCARGA DE LA ORINOQUIA S.A.S; ;64;0;        81,620,600;540;0; ; 
202401 a 202412;9017768226;TRANSPINZON FJ S.A.S; ;62;0;        94,870,000;230;0; ; 
202401 a 202412;9006889707;VELEROS VANS S.A.S; ;61;0;       103,554,024;611;110; ; 
202401 a 202412;9002280685;TRANSPORTE IMPORT EXPORT E.U.; ;61;0;       145,100,000;1,345;0; ; 
202401 a 202412;9012168629;B & J TRANSPORTES Y SUMINISTROS SAS; ;61;56;        76,021,758;972;0; ; 
202401 a 202412;9014777336;TRANSUMINISTROS HMS S.A.S.; ;61;0;       121,521,200;917;53,66; ; 
202401 a 202412;9013229502;TRANSPORTES DE CARGA 223 S.A.S; ;60;0;        63,724,620;772;43,582; ; 
202401 a 202412;9014157821;CARIBBEAN SEA FOOD LOGISTICS S.A.S; ;60;19;0;12;0; ; 
202401 a 202412;8918014501;TRANSPORTES LOS MUISCAS S.A.; ;60;0;        94,490,000;0;375,16; ; 
202401 a 202412;9011539030;OLE OPERADOR LOGISTICA ESPECIALIZADO S.A.S ; ;59;5;       111,166,761;386;0; ; 
202401 a 202412;9002600830;TR EXPRESS SAS; ;59;0;         9,701,110;24;0; ; 
202401 a 202412;8440024613;GEOCIVILES S.A.S ; ;58;49;        23,800,000;261;0; ; 
202401 a 202412;9015302940;ASFALTOS ALFA SAS; ;58;0;       267,559,200;1,841;0; ; 
202401 a 202412;9011526332;TRANSPORTES GM SOLUCIONES EN MOVIMIENTO S.A.S; ;58;0;       108,582,000;679;0; ; 
202401 a 202412;9004855891;TRANSPORTES EQUIPETROL S.A.S.; ;58;0;       249,475,000;1,835;0; ; 
202401 a 202412;9004791862;GRUPO EMPRESARIAL CANDILEJAS S.A.S.; ;58;0;        53,236,182;800;0; ; 
202401 a 202412;9001006913;TRANSPORTADORA DEL SUR ORIENTE E.U. ; ;58;58;0;1,679;0; ; 
202401 a 202412;9006299167;TRANSPORTE Y LOGISTICA OSPINA CAMIONES S.A.S.; ;57;0;       100,050,000;263;0; ; 
202401 a 202412;9005091056;TRANSPORTE DE CARGA Y LOGISTICA TCL SAS; ;57;0;        49,450,000;130;0; ; 
202401 a 202412;8600252875;TRANSPORTES FLOTA LIBERTAD S.A.; ;57;0;        41,364,500;76;0; ; 
202401 a 202412;8001419150;RoyalTrans de Colombia S.A.S.; ;57;0;       119,400,000;1,208;0; ; 
202401 a 202412;9008011365;LAM INGENIERIA Y TRANSPORTES S.A.S; ;56;0;       113,200,000;644;0; ; 
202401 a 202412;9004651578;INVERSIONES RABACE S.A.S.; ;56;0;        58,401,116;1,224;0; ; 
202401 a 202412;8900004969;COOPERATIVA DE MOTORISTAS DE QUIMBAYA LTDA.; ;55;55;0;156;0; ; 
202401 a 202412;9011868059;TRANSPORTE DE SERVICIO ESPECIAL Y CARGA VISION SABANERA S.A.S; ;55;0;       161,138,560;485;0; ; 
202401 a 202412;8300291758;TRANSPORTES OCA SAS; ;55;0;       103,940,000;385;0; ; 
202401 a 202412;9005908817;MULTIGRUAS DEL CESAR S.A.S; ;55;0;       196,064,460;176;231,474; ; 
202401 a 202412;9014317678;TRANSPORTES ESPECIALES MULTIMODAL S.A.S; ;54;49;         5,120,000;1,024;0; ; 
202401 a 202412;8220025793;TRANSPORTES SAN JOSE DEL GUAVIARE LTDA ; ;54;0;        75,905,000;263;0; ; 
202401 a 202412;9003111237;AHC LOGISTICA S.A.S; ;54;0;        49,490,000;184;0; ; 
202401 a 202412;8002224624;LOS MAGNÃFICOS S.A.S.; ;53;26;        74,000,000;111;0; ; 
202401 a 202412;9008920151;TRANSPORTES LUMAR S.A.S; ;52;16;        44,200,000;801;0; ; 
202401 a 202412;9007636402;JDS LOGISTICA S.A.S.; ;52;0;        72,350,000;440;0; ; 
202401 a 202412;9003865682;INGENIO Y PRODUCCIONES SAS; ;52;0;         2,600,000;842;0; ; 
202401 a 202412;9014778857;PROSERCARGA S.A.S; ;52;0;       112,565,000;170;0; ; 
202401 a 202412;9016932742;GPS CARGO & TRADING SAS; ;52;0;        92,062,000;277;0; ; 
202401 a 202412;8000602401;VIC VALCARGO INTERNACIONAL S.A.S; ;52;0;        34,682,600;90;0; ; 
202401 a 202412;9014171480;CARGA PARAMO S.A.S.; ;52;0;        30,610,075;109;0; ; 
202401 a 202412;9016862815;TRANSPORTES Y GRUAS RIQUELME S.A.S; ;52;0;       136,850,000;143;0; ; 
202401 a 202412;9003893371;TRANSPORTES Y SERVICIOS NELSON S.A.S.; ;51;0;        25,750,000;7;469,7; ; 
202401 a 202412;9006341115;SERVIARRAYANES SAS ; ;51;2;       134,400,000;1,166;0; ; 
202401 a 202412;9015677619;TRANSPORTES QE SAS; ;50;34;        59,029,635;1,672;0; ; 
202401 a 202412;9000657800;TRANSARMENIA CARGA S.A. DE FAMILIA; ;49;49;0;107;40; ; 
202401 a 202412;9004542292;TRANSPORTES O & M LOGISTICA S.A.S.; ;49;16;        59,330,000;183;0; ; 
202401 a 202412;9008136035;SERVITRANSPORTES ANDINA S.A.S; ;49;22;        21,450,000;111;0; ; 
202401 a 202412;8001263252;COORDINADORA DE TRANSPORTE DE GRANELES S.A.; ;48;0;0;299;0; ; 
202401 a 202412;9012097417;SUMINISPETROL SAS; ;48;0;       181,909,001;509;0; ; 
202401 a 202412;9010206755;INTEXCARGA S.A; ;48;0;        42,200,000;1,107;0; ; 
202401 a 202412;9005186521;CAYENNE GROUP S.A.S; ;48;0;0;431;0; ; 
202401 a 202412;9011826545;LOGISTICO Y TRANSPORTES M.M S.A.S; ;47;0;       188,000,000;1,374;0; ; 
202401 a 202412;9010164452;LOGISTICA Y TRANSPORTE TNT SAS ; ;47;1;        84,894,030;234;0; ; 
202401 a 202412;9014061104;MULTISERVICIOS PUEBLO NUEVO S.A.S; ;47;0;        41,951,700;423;0; ; 
202401 a 202412;8001736669;RTT TRANSPORTE Y LOGISTICA S.A.S.; ;47;0;       157,670,000;603;45,36; ; 
202401 a 202412;9017761838;TRANSPORTES DE CARGA CARGO EXPRESS SAS; ;47;0;       109,549,000;362;0; ; 
202401 a 202412;9004316669;TRANSPORTES MANGA S.A.S.; ;47;0;        93,350,000;959;0; ; 
202401 a 202412;9017593982;D.T.C. DISTRIBUCION Y CONEXION SAS; ;47;0;        80,700,000;188;0; ; 
202401 a 202412;8100041850;COOPERATIVA DE TRANSPORTADORES DE CARGA DE MANIZALES; ;47;0;        63,050,000;146;0; ; 
202401 a 202412;9001324763;SERVICIOS Y SUMINISTROS CARPETROL SAS; ;46;0;       112,500,000;477;0; ; 
202401 a 202412;9003718570;AGREGADOS PETREOS DEL ARIPORO S.A.S; ;46;0;        84,044,000;591;7,74; ; 
202401 a 202412;9016784327;CIELO LOGISTICO SAS; ;46;0;        69,307,370;238;0; ; 
202401 a 202412;9003965123;ALBEDO SAS ESP; ;46;0;        46,000,000;214;0; ; 
202401 a 202412;9016068339;TRANSPORTES EXPRESS CARGO S.A.S.; ;46;0;       211,747,220;883;0; ; 
202401 a 202412;9004341883;CASANAREÃ‘A DE TRANSPORTES Y SERVICIOS NEIRA S.A.S.; ;46;0;       177,853,533;644;0; ; 
202401 a 202412;9015825529;LOGISTICA NACIONAL MJ S.A.S; ;46;0;        34,483,000;188;0; ; 
202401 a 202412;9016244325;TRANSPORTES H&MT SAS; ;46;0;        98,610,000;291;0; ; 
202401 a 202412;9015554264;EV INTERNATIONAL LOGISTICS S.A.S; ;45;0;       249,150,000;726;0; ; 
202401 a 202412;9014869126;TRANS SOLUCIONES J&J S.A.S; ;45;0;        63,462,271;542;20,048; ; 
202401 a 202412;8002193711;ACPM S.A.S; ;45;1;        43,706,420;0;103,055; ; 
202401 a 202412;9006798037;ENVIOS LOGISTICOS CARGO S.A.S; ;44;0;        44,920,000;47;0; ; 
202401 a 202412;9015613658;MERCATRANS LOGISTIC S.A.S; ;44;0;        45,389,000;134;0; ; 
202401 a 202412;9014885960;SOCIEDAD TRANSPORTADORA LA PERLA S.A.S.; ;44;0;        37,400,000;0;462; ; 
202401 a 202412;9016326450;TRANSPORTES ESPECIALES INTERCOL SAS; ;44;0;        53,757,628;244;0; ; 
202401 a 202412;9002291538;TRANSPORTES RIVERA DEL SUR S.A.S; ;43;0;       447,940,765;1,041;0; ; 
202401 a 202412;9004621352;SOCIEDAD ADMINISTRADORA DE TRANSPORTE TERRESTRE  S.A.S.; ;43;0;        90,243,342;519;0; ; 
202401 a 202412;9007220311;PUERTORIENTE LOGISTICA Y TRANSPORTE S.A.S; ;43;0;       224,200,000;778;0; ; 
202401 a 202412;9007691606;IZAJES DEL LLANO S.A.S.,; ;43;0;        75,800,000;719;0; ; 
202401 a 202412;9005287911;B&M LOGISTICA EN TRANSPORTE S.A.S.; ;43;0;        68,000,000;113;0; ; 
202401 a 202412;9005207669;MULTIASFALTOS S.A.S; ;43;0;       140,180,000;820;8,4; ; 
202401 a 202412;9006580468;E COR PORATION S.A.S; ;42;0;        40,400,000;55;0; ; 
202401 a 202412;8040115732;NAD INGENIERIA S.A.S; ;42;0;       167,450,000;1,127;0; ; 
202401 a 202412;9004185112;CARBOL SAS; ;41;0;         5,600,000;621;0; ; 
202401 a 202412;9003387749;CONSTRUCCIONES Y SERVICIOS HERMAQUINAS SAS; ;41;0;        51,700,000;420;0; ; 
202401 a 202412;9004031771;OCEANS GROUP TRANSPORTES S.A.S.; ;41;0;       182,387,200;1,415;0; ; 
202401 a 202412;8040015500;EDS GALVIS Y JAIMES S.A.S; ;40;3;        76,700,000;422;76,665; ; 
202401 a 202412;8300688672;LAC TRANSPORTES Y LOGISTICA SAS; ;40;0;        76,180,000;167;0; ; 
202401 a 202412;9014355315;MULTIENTREGAS AL INSTANTE S.A.S; ;40;0;       158,240,000;592;0; ; 
202401 a 202412;9008081636;JCT LOGISTICA SAS; ;40;5;        29,887,500;123;0; ; 
202401 a 202412;9000397707;VERAGA GAS S.A.S - E.S.P; ;39;14;       110,250,000;638;0; ; 
202401 a 202412;9012712806;TRANSLOGISTICA J.S S.A.S. ; ;39;0;        62,600,000;479;0; ; 
202401 a 202412;8305121053;M & A SERVICE LTDA; ;39;0;        69,900,000;342;0; ; 
202401 a 202412;9003858367;TRANSPORTES RAM S.A.S; ;39;0;       140,027,500;308;15; ; 
202401 a 202412;8340019691;COOPERATIVA TRANSPORTADORA DE ARAUCA COOTRANSAR LTDA; ;39;33;        23,100,000;121;0; ; 
202401 a 202412;9015563561;TRANSPORTES CHACON SAS; ;39;0;        27,229,000;25;0; ; 
202401 a 202412;9002055315;SERVICIO Y TRANSPORTE Y LOGISTICA S.A.S; ;38;37;0;698;0; ; 
202401 a 202412;9018262421;EMPRESA DE TRANSPORTE DE CARGA TRANS LOGISTIC SAS; ;38;0;       109,657,250;1,296;0; ; 
202401 a 202412;8001608952;LLANO MOTOR S.A.; ;38;0;760;0;175,99; ; 
202401 a 202412;9009197434;TRANSPORTES INTEGRALES LA SABANA S.A.S; ;38;0;        62,980,000;476;0; ; 
202401 a 202412;9014374767;TRANSPORTES MORENO TAVERA SAS; ;38;0;        38,910,000;12;112; ; 
202401 a 202412;9014924452;CARGO PETROLEUM SAS; ;38;0;       129,835,230;673;52,311; ; 
202401 a 202412;9006546698;PVC CARGO S.A.S; ;38;0;        90,100,000;1,03;0; ; 
202401 a 202412;8919003128;COOPERATIVA DE TRANSPORTADORES DE OCCIDENTE; ;38;0;         6,650,000;1;0; ; 
202401 a 202412;9002934297;TRANSPORTADORA LOGISTICA COMERCIAL COLOMBIANA TLCC S.A.S.; ;38;38;0;56;0; ; 
202401 a 202412;9011949770;REDSAM TRANSPORTES S.A.S; ;38;0;        36,487,500;33;0; ; 
202401 a 202412;9017014522;TRANSPORTES DE AMERICA S.A.S ; ;38;0;        37,190,000;515;0; ; 
202401 a 202412;9014692965;TRANSPORTE JF S.A.S.; ;37;0;       113,500,000;224;0; ; 
202401 a 202412;9001508644;NACIONAL DE TRANSPORTES Y SERVICIOS DE ORINOQUIA LTDA; ;37;0;       164,500,000;298;0; ; 
202401 a 202412;8440025145;SERTRAC INGENIERIA S.A.S; ;37;9;        36,497,600;400;0; ; 
202401 a 202412;8002107587;COMERCIALIZADORA Y TRANSPORTADORA DEL SUR LTDA; ;37;4;       171,919,000;712;0; ; 
202401 a 202412;9006055977;TRANSPORTE & LOGISTICA ARENAS SOCIEDAD POR ACCIONES SIMPLIFICADA; ;37;0;       124,580,000;685;0; ; 
202401 a 202412;9005042417;CAMARCA SAS; ;37;37;0;74;0; ; 
